Date,adj_close,close,high,low,open,volume,garman_klass_volatility,dollar_volume,ema,obv,macd,ma_3_days
2024-11-20,229.0,229.0,229.92999267578125,225.88999938964844,228.05999755859375,35169600,0.0001505828020140886,8053.8384,227.36131343324826,-136611400,-1.5779268068989438,228.43333435058594
2024-11-21,228.52000427246094,228.52000427246094,230.16000366210938,225.7100067138672,228.8800048828125,42108300,0.00018963056461724766,9622.588895906067,227.51580554514328,-178719700,-1.357365840049198,228.6000010172526
2024-11-22,229.8699951171875,229.8699951171875,230.72000122070312,228.05999755859375,228.05999755859375,38168300,4.309478479315132e-05,8773.746934631348,227.8296974880825,-140551400,-1.0614015298035042,229.12999979654947
2024-11-25,232.8699951171875,232.8699951171875,233.25,229.74000549316406,231.4600067138672,90152800,0.00010070377817251209,20993.882095800782,228.50173717196319,-50398600,-0.5781086767072736,230.4199981689453
2024-11-26,235.05999755859375,235.05999755859375,235.57000732421875,233.3300018310547,233.3300018310547,45986200,2.4563664584054108e-05,10809.516059729003,229.3761718901806,-4412400,-0.018171247454688455,232.5999959309896
2024-11-27,234.92999267578125,234.92999267578125,235.69000244140625,233.80999755859375,234.47000122070312,33498400,3.0584846428170586e-05,7869.77886665039,230.11668132826068,-37910800,0.41036248848701007,234.28666178385416
2024-11-29,237.3300018310547,237.3300018310547,237.80999755859375,233.97000122070312,234.80999755859375,28481400,8.848509177065655e-05,6759.490714151001,231.0784573952999,-9429400,0.932885519192638,235.77333068847656
2024-12-02,239.58999633789062,239.58999633789062,240.7899932861328,237.16000366210938,237.27000427246094,48137100,7.879557213397206e-05,11533.167612716676,232.21332925431201,38707700,1.5119229481347247,237.28333028157553
2024-12-03,242.64999389648438,242.64999389648438,242.75999450683594,238.89999389648438,239.80999755859375,38861000,7.490955933688482e-05,9429.621412811279,233.604884539935,77568700,2.1924572296366307,239.8566640218099
2024-12-04,243.00999450683594,243.00999450683594,244.11000061035156,241.25,242.8699951171875,44383900,6.931725215559481e-05,10785.731295191956,234.85889920218847,121952600,2.7293720888511928,241.74999491373697
2024-12-05,243.0399932861328,243.0399932861328,244.5399932861328,242.1300048828125,243.99000549316406,40033900,4.316604104943323e-05,9729.838787217712,235.9497117467144,161986500,3.1213209884207913,242.89999389648438
2024-12-06,242.83999633789062,242.83999633789062,244.6300048828125,242.0800018310547,242.91000366210938,36870600,5.4868719995873784e-05,8953.65636897583,236.86841635887123,125115900,3.376878677529504,242.96332804361978
2024-12-09,246.75,246.75,247.24000549316406,241.75,241.8300018310547,44649200,9.542377753429763e-05,11017.1901,238.18596084435507,169765100,3.850528114378079,244.20999654134116
2024-12-10,247.77000427246094,247.77000427246094,248.2100067138672,245.33999633789062,246.88999938964844,36914800,6.274047700295391e-05,9146.38015371704,239.46383330143587,206679900,4.259108177924361,245.7866668701172
2024-12-11,246.49000549316406,246.49000549316406,250.8000030517578,246.25999450683594,247.9600067138672,45205800,0.00015320157757769826,11142.777890322875,240.40065626033297,161474100,4.428575753261185,247.00333658854166
2024-12-12,247.9600067138672,247.9600067138672,248.74000549316406,245.67999267578125,246.88999938964844,32777500,6.938730318292534e-05,8127.509120063782,241.40856965413752,194251600,4.628146449512656,247.40667215983072
2024-12-13,248.1300048828125,248.1300048828125,249.2899932861328,246.24000549316406,247.82000732421875,33155300,7.516629870829352e-05,8226.824750891114,242.30476101796086,227406900,4.745323954930257,247.52667236328125
2024-12-16,251.0399932861328,251.0399932861328,251.3800048828125,247.64999389648438,247.99000549316406,51694800,5.402037309766933e-05,12977.462244927978,243.46945865371714,279101700,5.015187753970395,249.0433349609375
2024-12-17,253.47999572753906,253.47999572753906,253.8300018310547,249.77999877929688,250.0800018310547,51356400,5.89070560592357e-05,13017.820052581787,244.80419693022674,330458100,5.364110437957635,250.88333129882812
2024-12-18,248.0500030517578,248.0500030517578,254.27999877929688,247.74000549316406,252.16000366210938,56774100,0.00023514016756250586,14082.815678260804,245.23697107976423,273684000,5.143191638592356,250.8566640218099
2024-12-19,249.7899932861328,249.7899932861328,252.0,247.08999633789062,247.5,60882300,0.00016081477296456354,15207.789308244324,245.84404070728004,334566300,5.050297878429063,250.43999735514322
2024-12-20,254.49000549316406,254.49000549316406,255.0,245.69000244140625,248.0399932861328,146890100,0.0004370786733143047,37382.062355891416,246.9968360120646,481456400,5.294894363438317,250.77666727701822
